末,"mò
Amot; Bamoth; Beth Jeshimoth; Beth-gamul; Beth-jeshimoth; Ga"
原,"yuán
Jezreel Plain; Moab plains; formerly managed; in its origina"
代,"dài
Ammishaddai; Aridai; Chronicles; Chronicles, referring to th"
工,"gōng
Lord's work; all kinds of work; all work; all works; any wor"
哭,"kū
and weep; cried; cry; cry loudly; cry out; cry until; crying"
结,"jié
Beker; Beker clan; Book of Ezekiel; Eker; En Rogel; Ezekiel;"
宝,"bǎo
Ophir gold; amethyst; canopy; do you want to plunder much tr"
诚,"chéng
devotion; devout; devout people; devout person; devoutness; "
畏,"wèi
afraid; awe; awe-inspiring; awesome; awesome power; be afrai"
气,"qì
a breath; air; all living beings; anger; angrily; angry; app"
极,"jí
North Pole; abundantly rich; east extreme; end; ends; ends o"
赞,"zàn
Ibzan; assistant chief of the praise; bless and praise; bles"
认,"rèn
acknowledge; admit; confess; confess sin; confess sins; conf"
度,"dù
Addua; Adullam; Cnidus (place name); Didymus; Dumah; Idumea;"
惊,"jīng
a shock; afraid; alarmed; alarmed and suspicious; amazed; am"
乃,"nǎi
Anak; Aner; Darius; Elienai; Elihoenai; Elioenai; Elionai (a"
穿,"chuān
I wear; armor-piercing; change; clothed in; clothed with; cl"
污,"wū
be defiled; become defiled; become unclean; contaminated; de"
坚,"jiān
Cenchreae; Li Jian (name); Likemiller; Rekem; adhere to; be "
饼,"bǐng
bake bread; bake cakes; baked bread; baked cake; barley brea"
舍,"shě
Asherah; Asherah idols; Asherah poles; Mishor; Shebna; aband"
邑,"yì
Zion; all cities; all the cities; all their cities; cities; "
想,"xiǎng
able to think; cannot think of; consider; contemplate; desir"
权,"quán
authorities; authority; authority and balance; balance; bala"
坏,"huài
abolish; bad; bad ones; be damaged; be destroyed; become cor"
几,"jǐ
a few; a few days; a few handfuls; a few people; a few piece"
算,"suàn
also considered; also does not count as; are not considered;"
旷,"kuàng
wilderness; wilderness of Sinai"
思,"sī
carefully consider; concern; consider; devise; intention; lo"
孩,"hái
Abihail; Abihail's; a son; baby; boy; child; children; girl;"
述,"shù
Abishur; Asshur; Assyria; Assyrian king; Assyrian people; As"
哪,"nǎ
from where; how; how could (it be known); interrogative part"
悦,"yuè
accept favorably; accept gladly; accept with pleasure; accep"
臣,"chén
all his servants; all servants; all the officials; attendant"
客,"kè
Gethsemane; Tekel; as a stranger; foreign sojourners; foreig"
岁,"suì
110 years old; 162 years old; 601 years old; a hundred years"
畜,"chù
animal; animals; beasts; cattle, donkeys and all livestock; "
肯,"kěn
am willing; be willing; how could; not willing; refuse; refu"
特,"tè
Arphaxad; Art; Arte; Ashteroth-karnaim; Ater; Bath Rabbim; B"
责,"zé
accuse; admonish; admonish and rebuke; admonish and reprove;"
遍,"biàn
Abian; Abihu; Gibeon; Gibeonite; Gibeonites; Valley of Gibeo"
颂,"sòng
extol; hymns; praise; praised; praiseworthy; sing praises; t"
葡,"pú
cakes of raisins; dried grape cake; dried grapes; grape; gra"
萄,"táo
cakes of raisins; dried grape cake; dried grapes; grape; gra"
语,"yǔ
cunning words; deceitful words; divine words; do not speak; "
柜,"guì
Ark; Ark of the Covenant; a chest; after the ark; ark; ark o"
肉,"ròu
blood relatives; body; burnt offering; cinnamon; cook meat; "
八,"bā
280,000; 468; 480 years; 782 years; 815 years; 928; August; "
少,"shǎo
Shammua; Shaomuya; a little; a little while; a short time; a"
怜,"lián
beg God to have mercy on me; bestow mercy; compassion; compa"
伤,"shāng
assault and injury; be injured; beat and injure; bite and in"
尺,"chǐ
Chinese foot (unit of measurement); chi (unit of length); cu"
共,"gòng
a total of sixteen cities; all hear; altogether; altogether "
角,"jiǎo
a horn; a large horn; a small horn; altar horns; and walks a"
谨,"jǐn
If your descendants are cautious themselves; be careful; be "
马,"mǎ
Asmaveth; Horse Gate; Malchus; Sodom; black horse; cavalry; "
偶,"ǒu
Asherah idols; accidental; accidentally; by chance; companio"
右,"yòu
around; attendants; both hands; by the side; left and right;"
判,"pàn
Valley of Judgment; judge; judge cases; judged; judgment; ju"
例,"lì
a statute; according to custom; according to precedent; acco"
顺,"shùn
Dishon; Gershom; Gershon; Gershonite; Gershonite clan; Gersh"
尊,"zūn
arrogant; be honored as great; be self-important; dignity; e"
