牧,"mù
all chiefs; all the chiefs; all the elders; all the official"
南,"nán
Anan; Baal-hanan; Bala-hanan; Ben-hanan; Bethhanan; Cainan; "
设,"shè
Asher; Asher (tribe); Asherites; Dabbesheth; Esheth; Haroshe"
除,"chú
Feast of Unleavened Bread; Mount Gilgal; abolish; annihilate"
器,"qì
armory; bearing weapons; bronze utensils; bronze vessels; br"
围,"wéi
all around; apron; around; besiege; besiege the city; besieg"
备,"bèi
Beera; Beeri; Obed; Taberah; Thebez; all prepared; be on gua"
犯,"fàn
Achan committed a sin; adulterers; break the law; commit; co"
接,"jiē
accept; accepted; associate; battle; bring; come to meet; co"
酒,"jiǔ
Helbon wine; abundance of wine; alcohol; be addicted to wine"
烧,"shāo
bake; bake bread; bake cakes; bake into; baked; before, like"
临,"lín
Enrimmon; Gath-rimmon; Hadadrimmon; Limen-Parah; Rimmon; Rim"
且,"qiě
I will go and gather; and; and also; and moreover; and walks"
高,"gāo
Lycaonia; Lycaonian; above; advanced in years; arrogant; asc"
待,"dài
abuse; afflict; await; be lenient; deal with; entertained; g"
聚,"jù
I will go and gather; all gathered; assemble; assembly; come"
田,"tián
Adramyttium; Bitian (name); Cushan-Rishathaim; Zoan field; Z"
耀,"yào
They will proclaim my glory; boast; bright and shining; brig"
提,"tí
2 Timothy; Antioch; Antioch church; Antiochian; Antipas; Ant"
礼,"lǐ
as a courtesy; as tribute; atonement ceremony; baptism; bapt"
拜,"bài
Ahabai; Bebai; Bibai (name); Chelubai; Epaenetus; Ispah; Jeh"
暗,"àn
Ahiam; Ammizabad; Amnon; Amphipolis; Ampliatus; Amram; Amram"
体,"tǐ
's body; all my body; all over the body; all parts of the bo"
歌,"gē
Abednego; Argob; Becorath; Book of Lamentations; Colossae; C"
虽,"suī
although; although I dwell in; although are; although is; al"
相,"xiāng
acquainted; agree; alike; appearance; approach; approach eac"
治,"zhì
administer; be healed; can cure; cleanse; cultivate; cure; c"
耳,"ěr
2 Samuel; First Samuel; Samuel; both ears; closed-eared; cov"
强,"qiáng
act tough; act violently; act with violence; be stronger tha"
寻,"xún
be found; can be found; cannot find; could not find; demand;"
怎,"zěn
how; how about; how can; how can bear; how can it be good; h"
财,"cái
abundant wealth; accumulate wealth; became rich; become rich"
脱,"tuō
Rimmon-methoar; Togar; Toka; be delivered from; be freed fro"
白,"bái
argue; bright white; clear; clearly; completely white; compr"
跟,"gēn
accompanied; attached to; follow; follow behind; followed; f"
姓,"xìng
all surnames; all the people; common people; people; the mul"
罚,"fá
also fined; be punished; bring disaster and punishment; brin"
布,"bù
Agabus; Archippus; Aristobulus; Babulon; Bakbukiah; Buji (na"
细,"xì
(musical interlude); (musical pause); Asaziah; Azriel; I car"
誓,"shì
false oath; having sworn an oath; made a vow; make a vow; ma"
瑟,"sè
Descendants of Joseph; Gate of Joseph; Joseph; descendants o"
油,"yóu
Mount of Olives; anoint with oil; anointed with oil; anointi"
近,"jìn
Ginnethon; Ginnethon's group; Ginton; alongside; already nea"
目,"mù
Lord's eyes; all eyes; angry eyes; arrogant gaze; blind; bli"
者,"zhě
Ancient of Days; Holy One; ambassador; angels; elder; elderl"
断,"duàn
absolutely; absolutely not; bend and break; break; break apa"
免,"miǎn
Baal-meon; Clement; avoid; avoid death; avoid disaster; avoi"
管,"guǎn
administer; be in charge of; bronze pipes; command; confine;"
波,"bō
Achbor; Akkub; Amphipolis; Apollonia; Apollos; Apollyon; Boa"
留,"liú
Tiberius Caesar; accept; allow to stay; be careful; be prese"
争,"zhēng
argue; argued; argument; arguments; battle; compete; conflic"
阿,"ā
A Xian; Abba; Abba, Father; Abel; Abil; Abonah; Abronah; Ahe"
