裹,"guǒ
bandage; bind up; carried away; cover; head wrapping; headsc"
骂,"mà
being reviled; curse; cursed; cursing; insult; insulted; ins"
援,"yuán
aid; climb; climbing; deliver; draw; help; rescue; salvation"
舟,"zhōu
ark; boat; boats; boats and ships; light boat; sailing boat;"
嫁,"jià
do not marry; marriage; married; married off; marry; marry ("
斑,"bān
gray; mildew spot; mildew stain; mold spot; mottled; speckle"
偷,"tōu
also stole; sneak into; steal; steal away; steal out; stole;"
文,"wén
Alemeth; Alvan; Aramaic script; Aven; Beth Aven; Beth-aven; "
泣,"qì
mourn; mourn and weep; weep; weeping; wept"
蝗,"huáng
adult locust; flying locust; grasshoppers; great locusts; la"
涂,"tú
anoint; apply; ash-covered; blot out; confused; erase; fooli"
党,"dǎng
a faction; a gang; a group; a party; a sect; accomplices; co"
赤,"chì
bare; barefoot; naked; nakedness; red; red deer; scarlet; sc"
肩,"jiān
bear; both shoulders; carry on shoulders; carrying on should"
孽,"niè
commit evil; evildoers; iniquities; iniquity; sin; sin debt;"
源,"yuán
fountains; origin; root; source; source of life; source of t"
岛,"dǎo
Caphtor; Elishah; Pai; all islands; archipelago; distant isl"
泥,"ní
clay; clod; deep mud; dirt; kneading clay; mire; mix mud; mi"
悬,"xuán
cliff; concern; distant; greatly different; hang; hang and d"
卜,"bo
Baal-zebub; Bab; Beelzebub; Beelzebul; Hakkoz; Put; divinati"
章,"zhāng
Chapter 10; Chapter 18; Chapter 21; Chapter 22; Chapter 24; "
恳,"kěn
beg; begged; beseech; earnest; earnest plea; earnestly; earn"
志,"zhì
Chronicles; achieve ambition; aspiration; be determined; chr"
焰,"yàn
after, like fierce flames destroy; blaze; blazing flame; bla"
巧,"qiǎo
all sorts of cleverness; by chance; clever; cleverness; coin"
互,"hù
crossed; each other; intertwine; mutually"
务,"wù
affairs; all matters; current affairs; devote to this; engin"
穴,"xué
bat caves; cave; caves; caves of rocks; deep pit; den; dens;"
端,"duān
beginning; clouds; conflict; dignified; dignity; dispute; di"
怯,"qiè
afraid; be afraid; be timid; cowardly; faint-hearted; fainth"
馨,"xīn
aroma; fragrance; fragrant; fragrant offering; pleasing arom"
瞒,"mán
also concealed; cannot hide from; cheat; conceal; concealed;"
戏,"xì
caressing; jest; joking; mock; mocking; play; playthings; ri"
牵,"qiān
bring; caught; drag; lead; lead to; leading; led; pull; take"
翻,"fān
churn; not turned; overturn; overturn the ground; overturned"
吓,"xià
be frightened; fright; frighten; frightened; frightening; in"
吐,"tǔ
mouth speaks; pour out; pour out one's heart; reveal; speak;"
庙,"miào
idol temples; in the temple; outside the temple; temple; tem"
妓,"jì
engage in prostitution; harlot; money to prostitute; prostit"
盐,"yán
Salt City; Salt Sea; Salt Valley; Valley of Salt; northern b"
零,"líng
207 years; 209 years; 403 years; 601 years old; 905; and; br"
式,"shì
appearance; design; designs; form; manner; pattern; prescrib"
鹿,"lù
Malluch; Malu; Malu (name); Maluch; Maroth; Nahalol; Salah; "
寄,"jì
foreigners; hang and depend; reside; send; send a letter; se"
恕,"shù
forgive; forgiven; forgiveness; pardon"
兢,"jīng
tremble; tremble with fear; trembled; trembling; trembling w"
究,"jiū
actually; after all; comprehend fully; eventually; examine; "
碌,"lù
busily; labor; toil; toiling people"
赀,"zī
family wealth; household property; household wealth; propert"
