的,"de
's; 's body; 's face; 's family; 's head; (particle indicati"
我,"wǒ
I; I also; I am; I am also in; I am here; I am unclean; I as"
你,"nǐ
I ask you; I beg you; I give you; I have no need of you; I w"
人,"rén
721 people; Abiezrite; Achaeans; Achaia people; Adullamite; "
们,"men
Alemeth; Almon; Amen; Ammon; Amon; Amon (deity); Amon (perso"
他,"tā
Abagtha; Abiathar; Abital; Adithaim; Amatha; Aretas; Ashtaro"
主,"zhǔ
Almighty Lord; Creator; God; Great Lord; Great Sovereign; Ho"
在,"zài
Ancient of Days; I am also in; I am here; I will certainly b"
是,"shì
Balah is; Beersheba; Hesron is Hazor; I am; I was; Ishban; J"
不,"bù
I am unclean; I do not go; I have no need of you; Joshua did"
说,"shuō
I once said; I said; I say; Joshua continued saying; Lord sa"
为,"wèi
I consider it; Levites as possession; a little; a portion of"
有,"yǒu
Huan has; I AM WHO I AM; Joshua did not fail to follow any o"
以,"yǐ
Abiezer; Abiezer (name); Abiezrite; Abiezrite clan; Abiezrit"
这,"zhè
I am here; I here; I will make them dwell in this land; This"
必,"bì
Bilshan; I must; I must break through; I shall; I surely wil"
所,"suǒ
Azor; Bisodai; Ephesians; Ephesus; I; I have; King Solomon; "
一,"yī
1 John; 110 years old; 162 years old; 601 years old; 721 peo"
了,"le
(completed action marker); (particle indicating change of st"
子,"zi
Bela; Beor's son; Beriah's sons; Caleb son of Jephunneh; Des"
就,"jiù
Abner then; Balah is; Hesron is Hazor; I am; Joshua then; Jo"
天,"tiān
God; Heavenly Father; House of the Lord; Kingdom of God; Kin"
亚,"yà
A (name); Aarid; Aarid clan; Aaron; Abaddon; Abagtha; Abana;"
上,"shàng
1 Kings; Chronicles; Chronicles, referring to the Biblical b"
来,"lái
(who have) come; Alai; Deliah; Dilaiya; Edrei; Hebrew; Hebre"
和,"hé
Ai and; Betah and Berothai; Beth Horon; Beth-horon; Horonite"
大,"dà
Abida; Ada; Adadah; Adah; Adaiah; Adaja; Adamah; Adaminegi; "
都,"dōu
Adummim Ridge; Augustus; Azotus; Blastus; Erastus; Festus; F"
里,"lǐ
I am here; I here; Quirinius; Shema; all from there; am here"
使,"shǐ
Acts of the Apostles; I make; I make humble people; I will m"
那,"nà
Anna; Annas; Asnappar; Book of Nahum; Hamona; Hosanna; Madme"
地,"dì
Arabah mountain land; Canaan's land; Egypt; Egypt land; Ephr"
到,"dào
after all; again to; all arrived; all come to; also goes dow"
将,"jiāng
I will; I will definitely; I will surely give the city; Lord"
耶,"yé
Aijalon; Ajalon; Arieh; Bar-Jesus; Beth Jeshimoth; Beth Jesi"
要,"yào
I want; I want your seal; I will; Jehu will worship him very"
列,"liè
1 Kings; Andrew; Apelles; Areli; Ariel; Asareel; Asarel; Asr"
得,"dé
1 Peter; 2 Peter; Abiud; Ader; Adrammelech; Adriel; Andrew; "
从,"cóng
Caleb from; according to; again from; all from there; also f"
利,"lì
Abilene; Abimael; Adriel; Ahaziah; Aholiab; Aholibah; Aholib"
因,"yīn
Ain; Ayin (place name); Nain; Telaim; Yiin; all because; als"
如,"rú
after, like fierce flames destroy; again like; all like; als"
