兄,"xiōng
all brothers; among the brothers; brethren; brother; brother"
愿,"yuàn
I hope; I wish; May it be; am willing; are willing; as desir"
未,"wèi
Avith; Evi; Evil-Merodach; Hivite; Hivites; Joshaviah; Levi;"
永,"yǒng
I AM WHO I AM; Lord of eternal life; Lord of life; as the pe"
还,"hái
also; also has; also have; also there are; also there is; al"
居,"jū
Aquila; Cyprus; Cyprus people; Feast of Tabernacles; Quirini"
经,"jīng
Bible; I have already; Scripture; Scriptures; already; apost"
勒,"lēi
Abel; Abil; Abimelech; Adrammelech; Ahimelech; Akeldama; Ale"
水,"shuǐ
Jordan River water; Kishon River; Meribah water; Sun spring "
士,"shì
Blastus; Enosh; Justus; Kish; Philistia; Philistine; Philist"
明,"míng
Holy Spirit; Thummim; appear clearly; blind; blindness; brig"
平,"píng
Huppim; Jezreel Plain; Moab plains; Muppim; balance; balance"
诸,"zhū
all; all Baal; all beasts; all blessings; all brothers; all "
守,"shǒu
adhere to; and keep; be careful; be self-controlled; be sobe"
弟,"dì
all brothers; among the brothers; brethren; brother; brother"
爱,"ài
Aiah; I love; admire; adore; beloved; beloved Son; beloved f"
沙,"shā
Absalom; Ahishahar; Ammishaddai; Baal-shalishah; Baasha; Bel"
会,"huì
Antioch church; Lord's assembly; Tabernacle; Tent of Meeting"
再,"zài
add; after; afterwards; again; again and again; again have; "
意,"yì
act willfully; advice; agreeably; anger; arbitrarily; arbitr"
开,"kāi
avoid; began construction; began to preach; began to speak; "
督,"dū
Augustus; Christ; Christ Jesus; Jesus Christ; Lord Jesus Chr"
直,"zhí
all the way; as far as; continuously; directly; directly rus"
喜,"xǐ
Laximas; be glad; be happy; be joyful; be pleased; beloved; "
像,"xiàng
Ashima image; Tartak image; a great image; also like; appear"
诉,"sù
appeal; complain; complain of injustice; defend; inform; nar"
打,"dǎ
and defeated; attack; attacked; battle; be destroyed; beat; "
别,"bié
Abiel; Adbeel; Apelles; Ashbel; Ashbel clan; Babel; Beelzebu"
妇,"fù
Shunammite woman; adulteress; adulterous woman; adulterous w"
什,"shén
Abel Shittim; Shittim; acacia; acacia wood; any; anything; d"
口,"kǒu
Jordan River mouth; a; a breath; ability to speak; accent; a"
七,"qī
157,600; 207 years; 675,000; 7000; 721 people; 725; 777; 782"
实,"shí
Ashbea clan; Ashbel; Ashbel clan; Ashdod; Ashdodites; Ashkel"
书,"shū
1 Corinthians; 1 John; 1 Peter; 2 Corinthians; 2 Peter; 2 Ti"
然,"rán
absolutely; abundantly; accidental; accidentally; after that"
进,"jìn
advance; approach; approached; attack and enter; beat into; "
力,"lì
Alexander; Alexandria; Amalek; Amalekite; Amalekite king; Am"
指,"zhǐ
I swear by; accuse; appoint; big toe; big toe/thumb; blame; "
些,"xiē
a bit; a little; after some years; ask for some; eat some; h"
理,"lǐ
Book of Daniel; Daniel; Philetus; according to reason; admin"
外,"wài
Gentile; Gentiles; additional; additionally; and above; apar"
曾,"céng
I once said; also once; as once; did not; ever; formerly sai"
却,"què
but; but actually; but all; but are; but in fact; but is; bu"
公,"gōng
Illyricum; Milcom; Molech; Secundus; act with justice; assem"
派,"pài
Dan tribe; Ephraim tribe's territory; Levite tribe; Sippai; "
