饰,"shì
adorn; adorned; adornment; adornments; apparel; decorate; de"
瘟,"wēn
pestilence; plague"
竿,"gān
cubits; eighteen thousand rods; five thousand rods; goalpost"
睛,"jīng
eye; eyes; in the eyes; open eyes"
凉,"liáng
bleak; cool; cool and refreshing; cool breeze; cool tower; c"
状,"zhuàng
appearance; bail; form; forms; indictment; its appearance; l"
盈,"yíng
a year old; abundant; be filled; countless thousands; fill t"
虐,"nüè
abuse; afflict; cruel; cruelty; humiliation; mistreat; oppre"
料,"liào
anticipate; cloth; determine; expect; expect oneself; feed; "
叩,"kòu
bow down; bow down in worship; bow down to; bow in worship; "
警,"jǐng
admonish; awake; be on guard; be vigilant; be watchful; caut"
栽,"zāi
cultivate; cultivated; newly planted; plant; planted; planti"
闻,"wén
all hear; and those who have neither heard my name nor seen "
惜,"xī
Asaph; Asik; Asir; Assir; alas; care for; cherish; cherish, "
择,"zé
appoint; choose; choose auspicious; choose for yourself; cho"
甘,"gān
Ahikam; Arikam; Azrikam; dew; fat and sweet; gentle rain; pl"
宴,"yàn
after the feast; attend banquet; attend the banquet; attend "
术,"shù
craftiness; divination; diviners; intentions; knowledge; mag"
仿,"fǎng
according to; as if; like; resemble; seem"
佛,"fú
as if; like; resemble; seem"
饿,"è
endure hunger; go hungry; hunger; hungry; hungry men; starve"
持,"chí
cultivate and uphold; each hold; grasp; held; hold; hold a k"
诲,"huì
admonish; admonish and teach; admonition; advise; bestowed t"
卷,"juǎn
a scroll; blunt the edge; curl up; curly hair; entire scroll"
队,"duì
Legion; a group; a group of; a team; army; arrayed for battl"
软,"ruǎn
soft; the weak; thin and weak; weak; weak and feeble; weak a"
毒,"dú
bitter; bitter poison; bitter root; bitterness; deadly; dead"
癞,"lài
became leprous; become leprous; develop leprosy; had leprosy"
绕,"rào
circle around; circled; circling around; circumambulate; det"
总,"zǒng
always; always better than; always must; always should; alwa"
洞,"dòng
Adullam cave; bridal chamber; cave; cave entrance; cave of M"
弓,"gōng
Song of the Bow; archer; archers; bend bows; bow; bow and ar"
印,"yìn
I want your seal; India; break the seals; engrave; engraving"
静,"jìng
be calm; be silent; be still; became calm; calm; calm wind a"
磨,"mó
afflict; affliction; grind; grind at a mill; grind fine; gri"
盘,"pán
camp; coil; coiling; collar plate; cup and plate; cups and d"
